"titles","word_matches","cat_matches","cat_matches_list","optim"
"Kinetic study of the extraction of hemicellulosic carbohydrates from sugarcane bagasse by hot water treatment",4,3,"other, various, water",0
"Heat exchangers for energy recovery in waste and biomass to energy technologies - I. Energy recovery from flue gas",6,3,"energy, various, waste",0
"Thermodynamic analysis of hydrogen production by steam and autothermal reforming of soybean waste frying oil",5,3,"energy, other, waste",0
"Hydrolysis kinetics characteristic of recycled fiber in subcritical water",3,3,"energy, waste, water",0
"Dark fermentation of complex waste biomass for biohydrogen production by pretreated thermophilic anaerobic digestate",5,3,"energy, various, waste",0
"Solar photocatalytic treatment of synthetic municipal wastewater",4,3,"energy, various, waste",0
"Sweet sorghum for bioethanol production: Crop responses to different water stress levels",3,3,"energy, other, water",0
"A review of waste heat recovery on two-stroke IC engine aboard ships",4,3,"energy, various, waste",0
"Waste heat recovery from a diesel engine using shell and tube heat exchanger",5,3,"energy, various, waste",0
"Shower water heat recovery in high-rise residential buildings of Hong Kong",3,3,"energy, various, water",0
"Thermodynamic analysis for syngas production from volatiles released in waste tire pyrolysis",3,3,"energy, various, waste",0
"Optimization of electrocoagulation process for the treatment of metal cutting wastewaters with response surface methodology",4,3,"other, various, waste",1
"Prediction of dynamic Rankine Cycle waste heat recovery performance and fuel saving potential in passenger car applications considering interactions with vehicles' energy management",5,3,"energy, various, waste",0
"Dry anaerobic digestion of food waste under mesophilic conditions: Rapid start-up with high-solid inoculums",3,3,"other, various, waste",0
"Identifying the microbial communities and operational conditions for optimized wastewater treatment in microbial fuel cells",3,3,"energy, various, waste",1
"Efficiency improvement in precombustion Co2 removal units with a waste-heat recovery ORC power plant",5,3,"energy, various, waste",0
"Simulated watershed scale impacts of corn stover removal for biofuel on hydrology and water quality",4,3,"energy, other, water",0
"Supercritical water oxidation of polyvinyl alcohol and desizing wastewater: Influence of NaOH on the organic decomposition",3,3,"various, waste, water",0
"Anaerobic digestion of waste wafer material from the confectionery production",3,3,"other, various, waste",0
"Biogas production from Pongamia biomass wastes and a model to estimate biodegradability from their composition",3,3,"energy, various, waste",0
"Recovery of hydrogen and removal of nitrate from water by electrocoagulation process",3,3,"energy, various, water",0
"Performance of in-vessel composting of food waste in the presence of coal ash and uric acid",5,3,"energy, other, waste",0
"Biogas and methane yield in response to co-and separate digestion of biomass wastes",5,3,"energy, various, waste",0
"Generalized predictive control applied in waste heat recovery power plants",4,3,"energy, various, waste",0
"A novel flue gas waste heat recovery system for coal-fired ultra-supercritical power plants",6,3,"energy, various, waste",0
"Domestic wastewater disinfection using solar radiation for agricultural reuse",3,3,"energy, other, waste",0
"Process integration and optimization of a solid oxide fuel cell - Gas turbine hybrid cycle fueled with hydrothermally gasified waste biomass",6,3,"energy, various, waste",1
"System tradeoffs in siting a solar photovoltaic material recovery infrastructure",5,3,"energy, other, various",0
"Thermodynamic analysis of heat pump heating supply systems with circulating water heat recovery",4,3,"energy, various, water",0
"Mixed-waste pyrolysis of biomass and plastics waste - A modelling approach to reduce energy usage",5,3,"energy, various, waste",0
"Anaerobic digestion of municipal solid waste composed of food waste, wastepaper, and plastic in a single-stage system: Performance and microbial community structure characterization",6,3,"other, various, waste",0
"A study of the natural biodegradation of two-phase olive mill solid waste during its storage in an evaporation pond",3,3,"other, various, waste",0
"Evaluation of fermentative hydrogen production from single and mixed fruit wastes",3,3,"energy, other, waste",0
"Production and quality assurance of solid recovered fuels using mechanical-biological treatment (MBT) of waste: A comprehensive assessment",3,3,"energy, various, waste",0
"Microalgal biomass for greenhouse gas reductions: Potential for replacement of fossil fuels and animal feeds",5,3,"energy, various, waste",0
"The efficiency of shredded and briquetted wheat straw in anaerobic co-digestion with dairy cattle manure",4,3,"other, various, waste",0
"Performance enhancement of leaf vegetable waste in two-stage anaerobic systems under high organic loading rate: Role of recirculation and hydraulic retention time",3,3,"other, various, waste",0
"Energy and nutrient recovery for municipal wastewater treatment: How to design a feasible plant layout?",6,3,"energy, various, waste",0
"Anaerobic digestion of slaughterhouse solid waste for the optimization of biogas production",4,3,"energy, various, waste",1
"Trade-off between water pollution prevention, agriculture profit, and farmer practice—an optimization methodology for discussion on land-use adjustment in China",4,3,"other, waste, water",1
"Analysis of hydrogen production by anaerobic fermentation from urban organic waste | Análisis de la producción de hidrógeno por fermentación anaerobia de residuos orgánicos urbanos",4,3,"energy, various, waste",0
"Thermodynamic analysis of an in-cylinder waste heat recovery system for internal combustion engines",4,3,"energy, various, waste",0
"Pretreatment of recycled paper sludge with a novel high-velocity pilot cyclone: Effect of process parameters on convective drying efficiency",4,3,"energy, other, waste",0
"Analysis of regenerative dual-loop organic Rankine cycles (DORCs) used in engine waste heat recovery",5,3,"energy, various, waste",0
"Effective moisture diffusivity determination and mathematical modelling of the drying curves of the olive-waste cake",4,3,"energy, other, waste",0
"Power generation systems using continuous blowdown waste heat from drum boilers driving an organic Rankine cycle",4,3,"energy, various, waste",0
"Production of polyhydroxyalkanoate during treatment of tomato cannery wastewater",3,3,"other, various, waste",0
"Lipid production by Rhodosporidium toruloides Y2 in bioethanol wastewater and evaluation of biomass energetic yield",3,3,"energy, various, waste",0
"Organic Rankine Cycle recovering stage heat from MSF desalination distillate water",4,3,"energy, various, water",0
"Fermentable sugars recovery from lignocellulosic waste-newspaper by catalytic hydrolysis",3,3,"energy, various, waste",0
"Decolorization of reactive textile dyes using water falling film dielectric barrier discharge",3,3,"other, waste, water",0
"Fate and behaviour of copper and zinc in secondary biological wastewater treatment processes: II Removal at varying sludge age",5,3,"other, various, waste",0
